station_name,longitude,latitude,timestamp,rainfall_mm,related_facility,node_id
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:25:00,1.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:30:00,1.2,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:35:00,1.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:40:00,1.4,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:45:00,1.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:50:00,1.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 03:55:00,1.5,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:00:00,1.8,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:05:00,2.2,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:10:00,3.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:15:00,3.2,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:20:00,4.5,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:25:00,4.7,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:30:00,5.9,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:35:00,6.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:40:00,6.9,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:45:00,7.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:50:00,7.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 04:55:00,6.9,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:00:00,7.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:05:00,6.7,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:10:00,5.7,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:15:00,5.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:20:00,5.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:25:00,4.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:30:00,3.6,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:35:00,3.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:40:00,3.0,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:45:00,2.6,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:50:00,2.4,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 05:55:00,2.6,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:00:00,2.3,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:05:00,2.5,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:10:00,2.5,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:15:00,2.6,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:20:00,2.7,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:25:00,2.9,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:30:00,2.8,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:35:00,2.8,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:40:00,2.4,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:45:00,2.6,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:50:00,2.4,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 06:55:00,2.6,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:00:00,2.2,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:05:00,2.2,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:10:00,1.7,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:15:00,1.5,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:20:00,1.3,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:25:00,0.9,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:30:00,0.9,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:35:00,1.2,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:40:00,1.1,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:45:00,0.7,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:50:00,0.3,Shatin SPS,JN-104
Shatin Pumping Station North Gauge,114.2213,22.3918,2026-03-24 07:55:00,0.3,Shatin SPS,JN-104
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:00:00,0.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:05:00,0.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:10:00,0.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:15:00,0.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:20:00,0.3,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:25:00,0.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:30:00,0.3,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:35:00,0.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:40:00,0.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:45:00,0.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:50:00,0.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 00:55:00,0.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:00:00,0.4,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:05:00,0.3,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:10:00,0.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:15:00,0.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:20:00,1.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:25:00,1.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:30:00,1.3,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:35:00,2.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:40:00,1.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:45:00,2.4,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:50:00,2.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 01:55:00,3.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:00:00,3.4,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:05:00,3.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:10:00,4.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:15:00,4.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:20:00,4.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:25:00,4.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:30:00,4.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:35:00,4.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:40:00,4.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:45:00,4.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:50:00,4.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 02:55:00,3.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:00:00,3.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:05:00,3.3,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:10:00,2.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:15:00,2.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:20:00,1.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:25:00,1.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:30:00,1.4,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:35:00,1.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:40:00,1.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:45:00,1.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:50:00,1.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 03:55:00,1.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:00:00,2.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:05:00,2.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:10:00,3.3,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:15:00,3.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:20:00,3.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:25:00,4.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:30:00,6.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:35:00,6.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:40:00,6.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:45:00,7.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:50:00,8.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 04:55:00,8.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:00:00,7.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:05:00,7.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:10:00,6.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:15:00,6.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:20:00,5.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:25:00,4.5,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:30:00,3.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:35:00,3.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:40:00,3.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:45:00,2.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:50:00,3.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 05:55:00,3.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:00:00,2.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:05:00,2.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:10:00,2.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:15:00,3.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:20:00,3.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:25:00,3.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:30:00,2.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:35:00,3.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:40:00,2.7,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:45:00,3.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:50:00,2.8,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 06:55:00,2.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:00:00,2.1,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:05:00,2.0,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:10:00,1.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:15:00,1.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:20:00,1.4,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:25:00,1.2,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:30:00,1.4,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:35:00,0.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:40:00,0.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:45:00,0.9,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:50:00,0.6,Central Interceptor,MH-022
Central Interceptor Rain Gauge 2,114.1738,22.2819,2026-03-24 07:55:00,0.6,Central Interceptor,MH-022
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:00:00,0.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:05:00,0.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:10:00,0.1,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:15:00,0.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:20:00,0.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:25:00,0.2,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:30:00,0.5,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:35:00,0.2,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:40:00,0.5,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:45:00,0.7,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:50:00,0.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 00:55:00,0.6,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:00:00,0.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:05:00,0.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:10:00,0.6,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:15:00,0.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:20:00,1.0,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:25:00,1.0,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:30:00,1.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:35:00,1.6,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:40:00,1.8,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:45:00,2.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:50:00,2.8,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 01:55:00,2.8,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:00:00,4.2,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:05:00,3.8,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:10:00,4.2,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:15:00,4.7,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:20:00,5.0,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:25:00,5.2,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:30:00,5.8,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:35:00,5.1,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:40:00,5.0,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:45:00,4.6,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:50:00,4.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 02:55:00,4.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:00:00,3.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:05:00,3.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:10:00,2.8,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:15:00,2.5,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:20:00,2.0,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:25:00,2.4,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:30:00,1.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:35:00,1.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:40:00,1.3,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:45:00,1.2,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:50:00,1.1,Eastern Trunk Sewer,TS-315
Eastern Trunk Sewer Gauge 5,114.2451,22.2749,2026-03-24 03:55:00,2.3,Eastern Trunk Sewer,TS-315
