Date_time,Tank1_Depth,CSO8_Depth,C14_Flow
01-Feb-2000 21:15:00,0.7194,-0.0116,0.1226
01-Feb-2000 21:20:00,0.7204,-0.0124,0.1234
01-Feb-2000 21:25:00,0.7216,-0.0132,0.1242
01-Feb-2000 21:30:00,0.7230,-0.0140,0.1250
01-Feb-2000 21:35:00,0.7245,-0.0148,0.1259
01-Feb-2000 21:40:00,0.7262,-0.0156,0.1268
01-Feb-2000 21:45:00,0.7280,-0.0164,0.1277
01-Feb-2000 21:50:00,0.7299,-0.0172,0.1287
01-Feb-2000 21:55:00,0.7320,-0.0180,0.1297
01-Feb-2000 22:00:00,0.7343,-0.0188,0.1307
01-Feb-2000 22:05:00,0.7367,-0.0196,0.1318
01-Feb-2000 22:10:00,0.7392,-0.0204,0.1329
01-Feb-2000 22:15:00,0.7418,-0.0212,0.1340
01-Feb-2000 22:20:00,0.7446,-0.0220,0.1352
01-Feb-2000 22:25:00,0.7475,-0.0228,0.1364
01-Feb-2000 22:30:00,0.7505,-0.0236,0.1376
01-Feb-2000 22:35:00,0.7536,-0.0244,0.1389
01-Feb-2000 22:40:00,0.7569,-0.0252,0.1402
01-Feb-2000 22:45:00,0.7603,-0.0260,0.1415
01-Feb-2000 22:50:00,0.7638,-0.0268,0.1429
01-Feb-2000 22:55:00,0.7674,-0.0276,0.1443
01-Feb-2000 23:00:00,0.7711,-0.0284,0.1458
01-Feb-2000 23:05:00,0.7749,-0.0292,0.1473
01-Feb-2000 23:10:00,0.7788,-0.0300,0.1488
01-Feb-2000 23:15:00,0.7828,-0.0308,0.1504
01-Feb-2000 23:20:00,0.7869,-0.0316,0.1520
01-Feb-2000 23:25:00,0.7911,-0.0324,0.1537
01-Feb-2000 23:30:00,0.7954,-0.0332,0.1554
01-Feb-2000 23:35:00,0.7998,-0.0340,0.1571
01-Feb-2000 23:40:00,0.8043,-0.0348,0.1589
01-Feb-2000 23:45:00,0.8089,-0.0356,0.1607
01-Feb-2000 23:50:00,0.8136,-0.0364,0.1626
01-Feb-2000 23:55:00,0.8183,-0.0372,0.1645
